INPUT:text	OUTPUT:audio_record	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ACCEPT:verdict	ACCEPT:comment
- Ведь, как всем известно, если хочешь быть счастлив и добродетелен, не обобщай, а держись узких частностей; общие идеи являются неизбежным интеллектуальным злом	ru.f71ac5ea-762f-4e10-8557-8b1d34bb728b			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead12844985a4c5e5c3a00	732e6113-f38e-418c-9eb2-8fd00ff816ff	0001db3ed8--61ead12844985a4c5e5c3a00	afc237a39b0727fd4c4b945d032c3fd2	APPROVED	2022-01-21T15:28:40.443	+	
											
- Рай богатых создан из ада бедных	ru.99204b40-9328-4ecb-82a2-e068b2a363a3			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1287628013782c6e1f0	a6c6e785-9924-4fb0-99ad-1d4a4b87d469	0001db3ed8--61ead1287628013782c6e1f0	232befdbaaf03dcb368767d2ed24c653	APPROVED	2022-01-21T15:28:40.921	+	
- Я для себя так определяю святость: это когда ты никому не являешься залогом счастья и когда тебе никто не является залогом счастья, но чтобы ты любил людей и люди тебя любили тоже.	ru.2594406a-4b7c-47c2-9f5e-f61213d36dce			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1287628013782c6e1f0	56088847-0ffb-463a-8f95-a1542041ad14	0001db3ed8--61ead1287628013782c6e1f0	232befdbaaf03dcb368767d2ed24c653	APPROVED	2022-01-21T15:28:40.921	+	
- Когда заводишь тигра, ты должен удовлетворять его, в противном случае нужно просить о помощи с кормежкой	ru.cfa6a448-4a4d-478b-9560-1de91ec6607f			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1287628013782c6e1f0	e10933d2-4ad3-4d2d-8ff7-f7575deadcf8	0001db3ed8--61ead1287628013782c6e1f0	232befdbaaf03dcb368767d2ed24c653	APPROVED	2022-01-21T15:28:40.921	+	
- Деревья выглядят как человеческие души, ветки, их переплетения и окружность ствола - все это зависит от того, какую жизнь ведет человек	ru.a9340442-5f32-482a-92d8-326e4a415101			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1287628013782c6e1f0	3353aa69-68cf-4edd-af1b-5e86deb60e0b	0001db3ed8--61ead1287628013782c6e1f0	232befdbaaf03dcb368767d2ed24c653	APPROVED	2022-01-21T15:28:40.921	+	
- Если придется отказаться от вещей, что составляют мое я, чтобы иметь хотя бы надежду попасть в тот мизерный процент здоровых людей, я готова отказаться. Иначе я жить не могу	ru.c45cadd8-f9ef-4dc2-98a2-0eeae303c7b7			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1287628013782c6e1f0	2a092174-5e1f-4f4a-8953-fd14d3e07b70	0001db3ed8--61ead1287628013782c6e1f0	232befdbaaf03dcb368767d2ed24c653	APPROVED	2022-01-21T15:28:40.921	+	
- А как показывает мировой опыт, самый страшный противник – это противник придуманный.	ru.893e0cea-99cf-43c9-8e6f-d18fc3e43c8a			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1287628013782c6e1f0	8c7d7fa2-8f51-4185-b432-49639aafd301	0001db3ed8--61ead1287628013782c6e1f0	232befdbaaf03dcb368767d2ed24c653	APPROVED	2022-01-21T15:28:40.921	+	
- Между гением и безумцем то сходство, что оба живут совершенно в другом мире, чем все остальные люди	ru.5a1ecce3-4731-47f2-bb29-b7db6afc1084			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1287628013782c6e1f0	176f21bb-5601-4efa-be0d-e237ac15cb75	0001db3ed8--61ead1287628013782c6e1f0	232befdbaaf03dcb368767d2ed24c653	APPROVED	2022-01-21T15:28:40.921	+	
- Разве есть хоть кроха счастья или успокоения в том, чтобы полагать, будто мы принадлежим себе	ru.2d83734f-3715-49f7-a55f-331e5d5a43d2			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1287628013782c6e1f0	57119733-dc33-497f-b6f8-33befb90ceee	0001db3ed8--61ead1287628013782c6e1f0	232befdbaaf03dcb368767d2ed24c653	APPROVED	2022-01-21T15:28:40.921	+	
- Торговец джанком не продает свой товар потребителю, он продает потребителя своему товару.	ru.205200bf-b6c1-4752-8ff0-690358de048c			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1287628013782c6e1f0	25210b32-3ee6-415f-a867-68ace44b26ef	0001db3ed8--61ead1287628013782c6e1f0	232befdbaaf03dcb368767d2ed24c653	APPROVED	2022-01-21T15:28:40.921	+	
- Горе тому, кто умножает чужое могущество	ru.a010c1e8-17de-4629-8367-1b48ecb4af21			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1287628013782c6e1f0	1b5f3ca6-6a8d-4393-9815-d66d05e50663	0001db3ed8--61ead1287628013782c6e1f0	232befdbaaf03dcb368767d2ed24c653	APPROVED	2022-01-21T15:28:40.921	+	
											
- Служить счастью, особенно счастью других, гораздо труднее, чем служить истине, – если ты не сформован так, чтобы служить слепо	ru.3d501340-ce25-4a48-8df7-cac161fdbbce			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1347ab17262ef309b87	60ece322-693c-4fed-917f-727a6afb3608	0001db3ed8--61ead1347ab17262ef309b87	dd002742c849f2b2d5cbea976b734ba2	APPROVED	2022-01-21T15:28:52.042	+	
- Этика искусства в совершенном применении несовершенных	ru.9bd192b8-458d-4990-9436-caa3f62b1481			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1347ab17262ef309b87	f990a0d7-8013-472e-a03f-69ed36b7bb81	0001db3ed8--61ead1347ab17262ef309b87	dd002742c849f2b2d5cbea976b734ba2	APPROVED	2022-01-21T15:28:52.042	+	
- Нужно признать это, среди нас довольно много сумасшедших. И это нормально	ru.b69105f4-f196-4c74-8783-0c0ba2fedf84			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1347ab17262ef309b87	77edf754-a089-433b-8f8e-14d0c9321865	0001db3ed8--61ead1347ab17262ef309b87	dd002742c849f2b2d5cbea976b734ba2	APPROVED	2022-01-21T15:28:52.042	+	
- В ужасную – но возвышенную, значимую, донельзя важную именно из-за неотвратимости и близости того, что наполняет эту действительность ужасом	ru.31217fc1-f92f-4c1e-867e-543b4220d554			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1347ab17262ef309b87	1fce6788-25a5-4913-9944-a44872d0f756	0001db3ed8--61ead1347ab17262ef309b87	dd002742c849f2b2d5cbea976b734ba2	APPROVED	2022-01-21T15:28:52.042	+	
- Борьбу атмосфер и неизбежную победу одной из них надо признать сильным средством художественной выразительности на сцене.	ru.d0419cd6-fc7f-4848-b8ff-3ebee7f1fe85			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1347ab17262ef309b87	e0442e1b-7809-4090-8aee-5755bdc625b7	0001db3ed8--61ead1347ab17262ef309b87	dd002742c849f2b2d5cbea976b734ba2	APPROVED	2022-01-21T15:28:52.042	+	
- «Я против жестокости, –Она неэффективна. А вот продолжительное дурное обращение почти без насилия вызывает тревогу и чувство определенной вины.	ru.207b9010-f27a-4460-8b22-04484e09eec0			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1347ab17262ef309b87	58a961ba-5473-49b6-a804-5c9aca66868c	0001db3ed8--61ead1347ab17262ef309b87	dd002742c849f2b2d5cbea976b734ba2	APPROVED	2022-01-21T15:28:52.042	+	
- Разум есть сложный инстинкт, не успевший еще сформироваться. Имеется в виду, что инстиктивная деятельность всегда целесообразна и естественна. Пройдет миллион лет, инстинкт сформируется, и мы перестанем совершать ошибки, которые, вероятно, являются неотъемлемым свойством разума.	ru.1f6d6da7-23d1-4ecc-b84f-fbc5c40d5d69			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1347ab17262ef309b87	1f34213d-5367-465e-8841-cd42e320409a	0001db3ed8--61ead1347ab17262ef309b87	dd002742c849f2b2d5cbea976b734ba2	APPROVED	2022-01-21T15:28:52.042	+	
- История большинства имеет конец, а вот история меньшинства закончится только вместе со Вселенной	ru.d3c8ae3d-368d-4993-97fe-247aa77265f3			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1347ab17262ef309b87	9aa22b75-6ff8-47ea-9637-25ca792e31e2	0001db3ed8--61ead1347ab17262ef309b87	dd002742c849f2b2d5cbea976b734ba2	APPROVED	2022-01-21T15:28:52.042	+	
- Диалектика есть не что иное, как умственное фехтование для доказательства правоты в спорах	ru.afce5353-8b28-43c7-bb32-443139fe95a5			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1347ab17262ef309b87	7ad561e0-1cad-471b-b15a-094ae10b89a9	0001db3ed8--61ead1347ab17262ef309b87	dd002742c849f2b2d5cbea976b734ba2	APPROVED	2022-01-21T15:28:52.042	+	
- Чаще всего она говорит серьезно, а звучит как насмешка	ru.c02b1d6c-21b6-4383-b9cf-24e00e5aead5			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1347ab17262ef309b87	24a5db23-052e-4d5e-8afc-8733a53a95e7	0001db3ed8--61ead1347ab17262ef309b87	dd002742c849f2b2d5cbea976b734ba2	APPROVED	2022-01-21T15:28:52.042	+	
											
- В натуральном виде счастье всегда выглядит убого рядом с цветистыми прикрасами несчастья. И разумеется, стабильность куда менее колоритна, чем нестабильность	ru.5b765424-3692-4166-996d-3269248dd2a9			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead135e5f6397bccf4afd6	fc49ab5e-c2fe-4e34-9817-ee0bc14542d4	0001db3ed8--61ead135e5f6397bccf4afd6	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:28:53.352	+	
- Любая реальность является суммой информационных технологий	ru.3b465d03-df0f-41d9-b6f0-134dd3cd8489			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead135e5f6397bccf4afd6	452e89d6-74b1-41a9-ab53-c1114d95e372	0001db3ed8--61ead135e5f6397bccf4afd6	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:28:53.352	+	
- Истинными распутниками уже признано, что ощущения, воспринимаемые органами слуха, принадлежат к числу дающих самые живые впечатления	ru.d4a1cddf-2b07-429c-ae51-22542e81e773			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead135e5f6397bccf4afd6	226f3170-e3ce-4db6-8c3f-9f847081e4b3	0001db3ed8--61ead135e5f6397bccf4afd6	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:28:53.352	+	
- Любовь – это взаимное ласковое притяжение и маленькая игра	ru.1330aa93-938e-44ad-b0c8-f5f984464d24			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead135e5f6397bccf4afd6	377d8694-3976-466b-b5e3-ab2b2a987a39	0001db3ed8--61ead135e5f6397bccf4afd6	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:28:53.352	+	
- Но детям неведом тот способ взлома тюремной двери, который именуется самоубийством	ru.93e559a8-9568-46b9-a699-38dc13d69fba			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead135e5f6397bccf4afd6	f731c12f-9b83-423b-b894-dc0dd46166dc	0001db3ed8--61ead135e5f6397bccf4afd6	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:28:53.352	+	
- От спокойного размышления толку гораздо больше, чем от порывов отчаяния	ru.574909de-d2c7-41e4-a4d7-003a86a5b768			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead135e5f6397bccf4afd6	8dfb8229-967e-493e-9088-0181406e852a	0001db3ed8--61ead135e5f6397bccf4afd6	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:28:53.352	+	
- Воистину набожность – болезнь души, и напрасно прилагать усилия излечить ее. Легче всего эта болезнь поражает души несчастных, ибо предстает утешительницей	ru.f1aa0eda-7845-44e6-9227-ce1875d38365			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead135e5f6397bccf4afd6	d300006b-ac68-4ed0-a00a-1d56917c4f45	0001db3ed8--61ead135e5f6397bccf4afd6	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:28:53.352	+	
- Средний человек целиком погружен в бытие; гений, напротив, пребывает в познавании	ru.3d998a37-cbf3-4860-9e8d-ebc5961f255e			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead135e5f6397bccf4afd6	b0268eea-0d5f-4abf-a6bc-e0671ea76281	0001db3ed8--61ead135e5f6397bccf4afd6	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:28:53.352	+	
- Кто не хочет работать клоуном у пидарасов, будет работать пидарасом у клоунов. За тот же самый мелкий прайс.	ru.8ab872a5-45e9-4415-b650-84185eaccef0			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead135e5f6397bccf4afd6	c6130912-0106-4e26-bfb2-49d7a4cb5330	0001db3ed8--61ead135e5f6397bccf4afd6	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:28:53.352	+	
- Театр в мыслях. Бордель в подсознании	ru.bf14496d-31b0-4bc8-b8aa-b6dd4071b75e			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead135e5f6397bccf4afd6	0208af7e-6071-47f9-8897-ebad1bb8a9c1	0001db3ed8--61ead135e5f6397bccf4afd6	ddb154909602773d0f1683bd37f6b5c0	APPROVED	2022-01-21T15:28:53.352	+	
											
- Для трагедий необходима социальная нестабильность	ru.9194438b-f754-4e37-a699-93079aaac71f			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead138fc291119382467ac	5e25b7db-87da-40eb-a974-2ad4bdddeaa7	0001db3ed8--61ead138fc291119382467ac	bc3f49079989f75b6c85a3676605f291	APPROVED	2022-01-21T15:28:56.648	+	
- Умереть, знаете ли, никогда не поздно и всегда рано	ru.d7abaec1-1604-4631-94af-1349779ab4a4			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead138fc291119382467ac	7f56556b-3235-46d1-862d-fe2ffc26ae8d	0001db3ed8--61ead138fc291119382467ac	bc3f49079989f75b6c85a3676605f291	APPROVED	2022-01-21T15:28:56.648	+	
- За всю свою жизнь мои родители ни разу не сказали чего-то такого, что хочется вышить шелком на своей подушке	ru.2017eb85-e38e-4021-b9c1-bcff22b247c7			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead138fc291119382467ac	d9f55a4c-eeb3-453d-903c-93146294d2f9	0001db3ed8--61ead138fc291119382467ac	bc3f49079989f75b6c85a3676605f291	APPROVED	2022-01-21T15:28:56.648	+	
- Проблема таких, как он, в том, что они думают, будто могут плевать на таких, как я	ru.bc18847e-9a76-45a7-819b-ef0146a152b2			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead138fc291119382467ac	275555ab-3dd0-443f-91b6-d7a41fa8b49f	0001db3ed8--61ead138fc291119382467ac	bc3f49079989f75b6c85a3676605f291	APPROVED	2022-01-21T15:28:56.648	+	
- Осознание человеческой отдельности без воссоединения в любви это источник стыда и в то же время это источник вины и тревоги.	ru.ad4fc3a3-dc22-4d1f-93e2-566105e9cd20			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead138fc291119382467ac	a4b793bc-1e32-4753-89fe-9de24e24ce77	0001db3ed8--61ead138fc291119382467ac	bc3f49079989f75b6c85a3676605f291	APPROVED	2022-01-21T15:28:56.648	+	
- Лик «зла» – это всегда лик тотальной потребности.	ru.09b908a9-286e-4c3a-995a-0ddc1b12f07b			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead138fc291119382467ac	a2d8680c-6bca-4a2e-9785-4a4eb79fce13	0001db3ed8--61ead138fc291119382467ac	bc3f49079989f75b6c85a3676605f291	APPROVED	2022-01-21T15:28:56.648	+	
- Мыслят очень немногие, а свое мнение хотят иметь все поголовно	ru.f2cbce26-0b45-4532-b5f8-0d07858c267e			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead138fc291119382467ac	70675199-c967-4b7d-9878-f9a0ec1aa680	0001db3ed8--61ead138fc291119382467ac	bc3f49079989f75b6c85a3676605f291	APPROVED	2022-01-21T15:28:56.648	+	
- Разум есть способность использовать силы окружающего мира без разрушения этого мира.	ru.6af8b36b-4efc-4777-be3f-f1c3ae64fdda			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead138fc291119382467ac	69aad8eb-e7a0-42ac-9048-528db7dc02e5	0001db3ed8--61ead138fc291119382467ac	bc3f49079989f75b6c85a3676605f291	APPROVED	2022-01-21T15:28:56.648	+	
- Это очень важно — помнить, что мы всегда оплакиваем самих себя	ru.a0ab08e7-bae4-40ef-856e-e85a421f1ae3			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead138fc291119382467ac	a7ee682f-d4ab-4224-b125-8cd90111c321	0001db3ed8--61ead138fc291119382467ac	bc3f49079989f75b6c85a3676605f291	APPROVED	2022-01-21T15:28:56.648	+	
- Если женская сексуальность ослаблена или извращена, это трансформируется в мазохизм или собственничество.	ru.5537b795-1c43-4edc-bdd9-d4b59fea2edd			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead138fc291119382467ac	67716241-4b0a-4682-b46e-17570733ac5b	0001db3ed8--61ead138fc291119382467ac	bc3f49079989f75b6c85a3676605f291	APPROVED	2022-01-21T15:28:56.648	+	
											
- Не то, что есть, побуждает к творчеству, но то, что может быть; не действительное, но возможное.	ru.2840156f-7e96-4d23-ab37-9a73291b1125			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead13f069a891dcea3d9b2	5b846806-c794-43a7-abd5-8acbd812d0d7	0001db3ed8--61ead13f069a891dcea3d9b2	14802bdb34cbc7e9289cefb110d7e796	APPROVED	2022-01-21T15:29:03.045	+	
- Холод ему нужен так же, как нужен его Джанк – не снаружи, где он бесполезен, а внутри.	ru.34c43131-b654-430d-8fe0-ad4213f51620			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead13f069a891dcea3d9b2	2a15db91-ad85-45f3-b96a-f4e283fa7f68	0001db3ed8--61ead13f069a891dcea3d9b2	14802bdb34cbc7e9289cefb110d7e796	APPROVED	2022-01-21T15:29:03.045	+	
- В самом серьезном и самом правильном мышлении может наблюдаться полнейшее отсутствие содержания	ru.ef63a9c4-2241-4aa3-a52f-ee9fc06dc0d2			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead13f069a891dcea3d9b2	f773ed5e-ab06-4d7c-b90e-671b9386effd	0001db3ed8--61ead13f069a891dcea3d9b2	14802bdb34cbc7e9289cefb110d7e796	APPROVED	2022-01-21T15:29:03.045	+	
- Равенство сегодня означает «тождество» в большей степени, чем «единство».	ru.243ff841-97c2-47a5-8466-625dbeef90cd			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead13f069a891dcea3d9b2	4e8c7584-59c7-493b-abdc-2cbfc1bd6f3e	0001db3ed8--61ead13f069a891dcea3d9b2	14802bdb34cbc7e9289cefb110d7e796	APPROVED	2022-01-21T15:29:03.045	+	
- Так часто бывает: до минувшего счастья вроде бы рукой подать, а дотянуться всё равно нельзя	ru.d12d9057-d402-4621-9bdc-b4019eacf4e3			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead13f069a891dcea3d9b2	a5ee2afb-dc60-4a2b-b89e-f55c7dee5a3d	0001db3ed8--61ead13f069a891dcea3d9b2	14802bdb34cbc7e9289cefb110d7e796	APPROVED	2022-01-21T15:29:03.045	+	
- Иногда друзья — самые последние люди, которым можно доверять	ru.d435e1e5-50ae-4526-b532-4cc4db4fe566			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead13f069a891dcea3d9b2	f716ce72-9879-4d32-aded-2c3afd31e0ba	0001db3ed8--61ead13f069a891dcea3d9b2	14802bdb34cbc7e9289cefb110d7e796	APPROVED	2022-01-21T15:29:03.045	+	
- Каждый раз, когда я смотрела в глаза моего сына, я понимала что он знает, что любовь моя к нему безответна	ru.77454966-3b27-41e1-82ac-32f1714ccce2			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead13f069a891dcea3d9b2	5ec94dd3-2259-4fb9-a360-6e627e6eb707	0001db3ed8--61ead13f069a891dcea3d9b2	14802bdb34cbc7e9289cefb110d7e796	APPROVED	2022-01-21T15:29:03.045	+	
- Муж и жена, сошедшиеся, чтобы было спокойнее и экономически выгоднее жить, не по любви, а по приказанию обычая, это всегда было искусственно и порождало массу трагедий	ru.0c060505-9070-4803-89a4-3f8f9cdf5010			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead13f069a891dcea3d9b2	424733ec-b7d5-4ab7-a563-1e1b8a7f06e5	0001db3ed8--61ead13f069a891dcea3d9b2	14802bdb34cbc7e9289cefb110d7e796	APPROVED	2022-01-21T15:29:03.045	+	
- То, что невозможно изменить, нужно хотя бы описать.	ru.660a0e19-3aaf-4e30-bf3b-f69ee14c40ed			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead13f069a891dcea3d9b2	84d4e3e1-202c-49aa-a7ba-ed015ccabdbb	0001db3ed8--61ead13f069a891dcea3d9b2	14802bdb34cbc7e9289cefb110d7e796	APPROVED	2022-01-21T15:29:03.045	+	
- Я человек без истории, происхождения и родины, но я свободна. Стоит мне поднять глаза к небу, и я стану всем миром	ru.b58e121f-cf68-40c3-b6a0-cda1f1bbe1df			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead13f069a891dcea3d9b2	de975241-2f64-4c2d-9298-9715e9fdbc52	0001db3ed8--61ead13f069a891dcea3d9b2	14802bdb34cbc7e9289cefb110d7e796	APPROVED	2022-01-21T15:29:03.045	+	
											
- То, что мы всегда умираем в одиночку, страшно, но это не хуже, чем житьв одиночку	ru.c7903d5a-53fb-4f1c-a848-a54249d147c6			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1567ca64206eabe629a	df2171ad-5f96-4665-be91-2ee9d44fb252	0001db3ed8--61ead1567ca64206eabe629a	4ce3cb8a614f5879762a6176f7ce1438	APPROVED	2022-01-21T15:29:26.474	+	
- Мудрый правитель не бездействует из опасения вызвать войну	ru.9e54ab03-6d58-4e91-97df-3d008b8c43ab			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1567ca64206eabe629a	4c8ac10d-8818-4d58-9156-0f71c5680445	0001db3ed8--61ead1567ca64206eabe629a	4ce3cb8a614f5879762a6176f7ce1438	APPROVED	2022-01-21T15:29:26.474	+	
- Казалось, что это продлится вечность. Все было так, как будто надо почти умереть, чтобы тебя полюбили. Как будто надо зависнуть на самом краю – чтобы спастись	ru.2d19d545-abf8-449d-a58f-091ca70619c9			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1567ca64206eabe629a	90f01748-f254-44d6-98ab-4c83f03d3202	0001db3ed8--61ead1567ca64206eabe629a	4ce3cb8a614f5879762a6176f7ce1438	APPROVED	2022-01-21T15:29:26.474	+	
- Жить надо, когда понимания нет – а с пониманием надо умирать	ru.002cc61b-564f-4126-b31e-d2faac88bc4b			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1567ca64206eabe629a	44d8eea7-9be5-468a-a278-9ff90e870f70	0001db3ed8--61ead1567ca64206eabe629a	4ce3cb8a614f5879762a6176f7ce1438	APPROVED	2022-01-21T15:29:26.474	+	
- Всякая атмосфера, если вы только пожелаете активно отдаться ей и слить вашу волю с ее волей, заставит вас действовать, пробудит ваше воображение и воспламенит чувство	ru.406221bb-db95-4add-bec3-18aa0737ccd5			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1567ca64206eabe629a	5099a7ab-bbaa-4cd0-addc-c7036d86e7e7	0001db3ed8--61ead1567ca64206eabe629a	4ce3cb8a614f5879762a6176f7ce1438	APPROVED	2022-01-21T15:29:26.474	+	
- Моя натура другая. Я не испытываю подобных колебаний в своем выборе. И так как я всегда уверен, что найду удовольствие в том, что делаю, раскаяние не ослабляет влечения	ru.a1434e26-265b-462d-b657-8623c58545ca			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1567ca64206eabe629a	c15280ee-fa80-4081-9c24-9f078234bb15	0001db3ed8--61ead1567ca64206eabe629a	4ce3cb8a614f5879762a6176f7ce1438	APPROVED	2022-01-21T15:29:26.474	+	
- Упорное отвращение, которое испытывают друг к другу мужчина и женщина – доказательство того, что дитя, которое они могли бы произвести на свет, было бы дурно организованное существо	ru.d8a3955e-5e8c-4c1b-a9d7-527e783c229b			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1567ca64206eabe629a	3ea25bb7-7a88-4ab7-92cd-a6d7b37a8b0e	0001db3ed8--61ead1567ca64206eabe629a	4ce3cb8a614f5879762a6176f7ce1438	APPROVED	2022-01-21T15:29:26.474	+	
- Теперь мне кажется, что возможна красота без шипов и чувственные наслаждения без муки	ru.d68ed8e5-2abb-4f4d-8b1e-009ba8251b6b			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1567ca64206eabe629a	a0c284e5-4fd9-42d7-911f-e5aa537284b6	0001db3ed8--61ead1567ca64206eabe629a	4ce3cb8a614f5879762a6176f7ce1438	APPROVED	2022-01-21T15:29:26.474	+	
- И покарал его Господь и отдал его в руки женщины	ru.6416e244-8bdf-48e3-b350-ba7c841c70f3			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1567ca64206eabe629a	cd2d3a16-2fee-4989-b55a-b9e2cc54083b	0001db3ed8--61ead1567ca64206eabe629a	4ce3cb8a614f5879762a6176f7ce1438	APPROVED	2022-01-21T15:29:26.474	+	
- Ты не знаешь, что такое настоящая дружба, да и вражда настоящая тебе тоже незнакома. Ты любишь всех, а любить всех— значит не любить никого. Тебе все одинаково безразличны.	ru.bb0a16bf-e8ea-416a-9876-c1e72d5de058			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead1567ca64206eabe629a	8b04f456-3ff9-41c7-9e05-a40314ebe2ab	0001db3ed8--61ead1567ca64206eabe629a	4ce3cb8a614f5879762a6176f7ce1438	APPROVED	2022-01-21T15:29:26.474	+	
											
- Честным хорошо быть только потому, что верят, когда врёшь.	ru.31ee62d9-6e32-47f5-a9ad-81f1bcb58083			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead16444985a4c5e5c3c3c	55661169-258d-4b9d-9d28-ea6a8ffec4c1	0001db3ed8--61ead16444985a4c5e5c3c3c	6f9c77abba562361f2ae5930cf551785	APPROVED	2022-01-21T15:29:40.550	+	
- Познавая удовольствия, они дрожат, позволяя их себе, и таким образом становятся порочными в добродетели и добродетельными в пороке	ru.c643e270-841c-46c5-bc97-2de0e6c1cca1			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead16444985a4c5e5c3c3c	8d534c11-8a3c-487a-9306-36a741371a57	0001db3ed8--61ead16444985a4c5e5c3c3c	6f9c77abba562361f2ae5930cf551785	APPROVED	2022-01-21T15:29:40.550	+	
- Поднимающиеся на воздушном шаре не замечают, что они поднимаются; им кажется, что земля падает все ниже и ниже. Что означает это? Тайну, доступную лишь посвященным	ru.5f9ae1bc-8a86-4bd6-a181-8a94af16c283			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead16444985a4c5e5c3c3c	4ca8f2d5-a00a-4ec9-afa7-f9d5098b8299	0001db3ed8--61ead16444985a4c5e5c3c3c	6f9c77abba562361f2ae5930cf551785	APPROVED	2022-01-21T15:29:40.550	+	
- Никому не удалось создать рассказ о мирной жизни, от чего покой не может вдохновить рассказчика	ru.a1b1feec-c02f-441d-9177-a55821f752ad			https://toloka.yandex.ru/task/31145688/0001db3ed8--61ead16444985a4c5e5c3c3c	107e563b-3d00-48aa-ad30-8a108c672b5a	0001db3ed8--61ead16444985a4c5e5c3c3c	6f9c77abba562361f2ae5930cf551785	APPROVED	2022-01-21T15:29:40.550	+	
